longitude,latitude,median_income
-119.07,35.34,4.8839
-119.12,35.33,5.1036
-119.1,35.35,4.0327
-119.08,35.34,10.5941
-119.08,35.35,7.1837
-119.09,35.35,8.5325
-119.08,35.34,5.4449
-119.08,35.34,4.1528
-119.1,35.33,6.759
-119.08,35.32,5.0012
-119.09,35.33,4.997
-119.06,35.32,3.569
-119.07,35.33,3.406
-119.06,35.33,3.8117
-119.02,35.34,3.4286
-119.02,35.33,2.1553
-119.03,35.33,2.7083
-119.03,35.34,3.0486
-119.01,35.34,1.5625
-119.01,35.33,1.5429
-119,35.33,1.9417
-119.01,35.33,2.4234
-119.02,35.33,2.75
-119.02,35.34,1.5357
-118.99,35.32,1.6575
-118.99,35.3,2.9402
-119,35.31,1.6522
-119.09,35.3,3.6852
-119.04,35.32,1.2
-119.05,35.32,3.4827
-119.04,35.31,4.1957
-119.03,35.32,2.5575
-119.02,35.32,3.3529
-119.05,35.3,4.0631
-119.03,35.3,4.1484
-119.02,35.3,3.6369
-119.01,35.32,2.596
-119.01,35.31,2.1006
-119.01,35.3,3.9054
-119.07,35.27,2.5804
-119.13,35.22,5.1457
-119.01,35.24,3.125
-119.01,35.28,2.7659
-118.99,35.24,2.35
-118.99,35.27,1.1528
-118.93,34.82,3.5
-118.95,34.83,2.9891
-118.95,34.81,3.1364
-119.15,34.83,4.5724
-119.16,34.95,3.0882
-118.93,34.82,4.0332
-119.4,35.06,2.9187
-119.45,35.07,2.6389
-119.42,35.19,4.15
-119.5,35.27,3.0742
-119.48,35.17,3.125
-119.45,35.16,2.3912
-119.46,35.17,2.8323
-119.46,35.14,2.5313
-119.47,35.14,3.9929
-119.45,35.15,3.1592
-119.45,35.13,2.3013
-119.46,35.13,2.1955
-119.47,35.13,2.9952
-119.47,35.4,1.9718
-119.42,35.4,2.8452
-119.12,35.41,4.4561
-119.11,35.39,3.25
-119.12,35.39,4.5903
-119.19,35.41,4.4125
-119.2,35.37,5.3119
-119.12,35.38,4.4196
-119.11,35.38,2.9453
-119.12,35.37,4.8266
-119.18,35.5,2.1635
-119.28,35.52,2.2321
-119.27,35.49,2.3533
-119.26,35.5,4.2375
-119.27,35.5,2.8269
-119.27,35.51,3.2279
-119.28,35.5,2.4044
-119.28,35.5,1.6944
-119.27,35.5,1.7105
-119.38,35.49,2.2071
-119.34,35.6,2.4961
-119.36,35.55,2.7
-119.35,35.58,1.1903
-119.34,35.59,2.3934
-119.34,35.6,1.9362
-119.33,35.6,1.4619
-119.35,35.59,3.176
-119.33,35.59,1.7868
-119.69,35.62,2.1186
-119.77,35.65,2.6066
-119.14,35.76,2.5625
-119.29,35.76,2.1295
-119.19,35.64,2.6726
-119.24,35.68,2.5208
-119.22,35.68,1.8843
-119.24,35.67,2.0025
-119.25,35.78,2.7411
-119.25,35.77,1.6786
-119.25,35.76,1.6045
-119.25,35.75,1.517
-119.25,35.79,1.7418
-119.25,35.78,2.2981
-119.23,35.78,2.1806
-119.23,35.79,2.3125
-119.24,35.77,1.7813
-119.23,35.77,2.4044
-119.23,35.74,2.033
-119.23,35.77,4.1917
-118.92,35.47,6.2885
-119.01,35.44,2.5806
-118.93,35.44,6.1563
-118.31,35.74,1.8419
-118.06,35.68,2.25
-118.44,35.75,2.6288
-118.47,35.72,2.0694
-118.5,35.7,1.5957
-118.59,35.72,1.4205
-118.87,35.65,3.4792
-118.23,35.48,1.8369
-118.33,35.64,1.5667
-118.41,35.63,2.3125
-118.45,35.62,1.4141
-118.47,35.64,1.3023
-118.48,35.61,1.6236
-118.45,35.58,1.8819
-118.61,35.47,2.5474
-117.73,35.73,3.625
-117.66,35.63,2.0441
-117.67,35.65,2.8
-117.68,35.65,3.3269
-117.69,35.65,4.0167
-117.7,35.64,5.8625
-117.68,35.64,5.2043
-117.67,35.64,6.1935
-117.67,35.63,3.0687
-117.68,35.63,6.0653
-117.69,35.63,5.5773
-117.7,35.62,3.5931
-117.68,35.61,3.5988
-117.68,35.6,6.0532
-117.7,35.6,3.858
-117.68,35.62,2.1458
-117.64,35.61,4.25
-117.66,35.62,4.15
-117.66,35.61,4.8494
-117.66,35.6,2.5812
-117.76,35.63,3.9261
-117.68,35.55,5.5551
-117.81,35.65,1.8984
-117.87,35.73,4.1518
-117.84,35.54,5.0762
-117.74,35.65,3.1755
-117.84,35.35,1.9962
-118,35.05,3.4015
-117.82,35.03,3.3693
-117.76,35.22,1.625
-117.79,35.21,2.375
-118.01,35.12,3.3889
-117.98,35.13,3.5391
-117.95,35.13,4.25
-117.95,35.08,4.875
-117.98,35.1,4.5724
-117.99,35.16,2.875
-118.27,34.92,2.9583
-118.34,34.86,2.8097
-117.68,35.03,3.4338
-117.68,34.99,4.2292
-117.65,35,1.9107
-118.15,34.86,2.6149
-118.17,34.87,3.0184
-118.19,34.87,5.0553
-118.17,34.86,2.7361
-118.15,35.06,2.0441
-118.16,35.05,2.5875
-118.19,35.05,3.7452
-118.15,35.04,2.16
-118.51,35.16,4.625
-118.66,35.2,4.0581
-118.34,35.27,2.3917
-118.48,35.14,3.6949
-118.61,35.08,3.4911
-118.61,34.99,3.8917
-118.46,35.13,2.6417
-118.46,35.12,3.2405
-118.43,35.12,3.2632
-118.44,35.13,1.7917
-118.44,35.13,1.8636
-118.91,35.3,2.7845
-118.95,35.26,4
-118.83,35.27,2.6302
-118.92,35.13,1.9236
-118.85,35.23,1.7656
-118.82,35.23,1.9688
-118.83,35.2,2.1357
-118.82,35.2,2.1136
-118.85,35.2,1.9907
-118.91,35.27,2.0921
-118.9,35.26,1.9066
-118.92,35.26,2.0174
-118.91,35.24,1.7716
-119.69,36.41,2.2885
-119.57,36.44,3.4926
-119.55,36.37,3.0375
-119.69,36.38,3.3214
-119.78,36.37,3.1406
-119.83,36.37,2.7159
-119.87,36.34,2.9167
-119.93,36.32,2.0285
-119.79,36.32,3.0667
-119.77,36.32,3.9926
-119.78,36.31,3.1667
-119.77,36.31,2.6218
-119.79,36.31,2.2937
-119.77,36.3,2.1038
-119.78,36.3,2.1681
-119.79,36.3,4.3438
-119.79,36.29,4.2917
-119.82,36.32,2.0673
-119.78,36.33,3.2386
-119.78,36.27,4.5714
-119.8,36.29,5.1728
-119.81,36.28,3.1071
-119.72,36.34,3.2019
-119.72,36.32,2.2721
-119.7,36.32,2.6477
-119.73,36.31,2.8281
-119.7,36.3,2.2895
-119.67,36.35,4.9432
-119.65,36.37,3.5486
-119.65,36.35,4.3911
-119.65,36.35,2.8788
-119.66,36.35,3.1094
-119.64,36.36,5.2134
-119.64,36.35,3.8108
-119.63,36.35,4.2396
-119.62,36.35,2.6145
-119.64,36.35,2.8125
-119.63,36.34,3.5536
-119.63,36.33,1.8385
-119.61,36.33,3.0139
-119.63,36.32,2.2333
-119.66,36.34,2.6397
-119.65,36.34,1.8529
-119.65,36.34,3.0846
-119.64,36.34,1.8606
-119.64,36.33,1.4524
-119.65,36.33,2.3523
-119.65,36.33,1.3882
-119.68,36.32,1.7596
-119.67,36.33,2.9375
-119.66,36.33,4.0909
-119.66,36.33,1.4194
-119.66,36.32,2.3256
-119.68,36.32,2.5833
-119.68,36.31,2.9936
-119.66,36.3,3.3681
-119.65,36.32,1.5433
-119.64,36.32,1.3569
-119.65,36.3,2.3466
-119.64,36.31,1.5909
-119.61,36.31,1.8839
-119.57,36.27,2.625
-119.69,36.25,2.395
-119.63,36.18,2.4286
-119.59,36.11,2.25
-119.57,36.09,2.3889
-119.58,36.1,1.3967
-119.56,36.1,1.5313
-119.56,36.1,2.13
-119.56,36.09,3.2847
-119.56,36.09,1.85
-119.56,36.08,1.6607
-119.58,36.11,2.2169
-119.57,36.1,1.5727
-119.57,36.1,3.5313
-119.57,36.1,2.0595
-119.74,36.15,2.4688
-119.9,36.2,1.875
-119.82,36.19,2.0221
-119.99,36.09,0.4999
-119.96,35.99,2.0976
-119.8,36.02,3.05
-120.14,36.04,2.9708
-120.12,36.01,2.2167
-120.14,36,2.0335
-120.12,35.99,2.25
-120.13,35.87,2.375
-120,35.91,3.125
-122.89,39.42,0.4999
-122.9,39.23,3.9519
-122.91,39.18,2.0208
-122.91,39.17,4.35
-122.9,39.17,2.575
-122.88,39.14,2.2188
-123.07,39.12,3.8333
-122.95,39.13,3.25
-122.89,39.11,2.2551
-122.9,39.09,1.9141
-122.92,39.08,4
-122.94,39.1,2.8906
-122.99,39.02,3.45
-122.91,39.07,2.4423
-122.91,39.06,1.939
-122.92,39.05,3.5652
-122.91,39.05,3.2216
-122.92,39.05,2.5457
-122.91,39.05,3.7667
-122.91,39.03,1.3532
-122.7,39.14,3.3929
-122.87,39.13,1.6369
-122.86,39.08,2.0417
-122.83,39.09,1.4679
-122.79,39.09,1.625
-122.8,39.08,1.4676
-122.79,39.08,1.5208
-122.78,39.05,2.6181
-122.53,39.09,1.3
-122.69,39.04,2.7639
-122.73,39.04,1.9833
-122.69,39.02,2.1094
-122.66,39.03,1.165
-122.66,39.02,1.7446
-122.7,39,2.3125
-122.7,38.99,2.3558
-122.65,38.99,1.8571
-122.52,38.99,1.6607
-122.68,38.98,2.1838
-122.65,38.97,1.1912
-122.63,38.96,1.75
-122.62,38.95,1.6865
-122.62,38.94,2.3179
-122.61,38.93,4.3897
-122.6,38.93,1.4767
-122.62,38.96,2.0577
-122.63,38.96,2.3083
-122.65,38.96,1.6769
-122.64,38.96,1.7273
-122.64,38.95,1.2029
-122.63,38.95,1.7083
-122.63,38.94,1.7566
-122.63,38.94,1.125
-122.62,38.94,1.5455
-122.7,38.97,3.2375
-122.75,39.01,3.4187
-122.79,39.02,1.8833
-122.78,38.97,3.0466
-122.69,38.94,3.125
-122.71,38.91,1.375
-122.86,39.05,2.5326
-122.85,39,1.8704
-122.83,38.99,1.6833
-122.83,38.98,1.6164
-122.84,38.98,1.7196
-122.92,38.97,2.9934
-122.89,38.93,2.7188
-122.83,38.96,1.8692
-122.77,38.92,4.0119
-122.83,38.89,3.4514
-122.72,38.88,1.9906
-122.74,38.83,3.3531
-122.48,38.9,2.1964
-122.59,38.92,2.1953
-122.6,38.9,2.9583
-122.62,38.92,1.8417
-122.65,38.92,4.125
-122.64,38.87,1.5739
-122.5,38.82,2.5625
-122.51,38.76,4.0435
-122.55,38.81,3.8831
-122.59,38.78,3.375
-122.66,38.81,3.4375
-122.68,38.76,2.3125
-122.62,38.73,2.1474
-122.64,38.71,2.625
-122.52,38.7,0.536
-121.11,41.07,2.7188
-120.96,41.12,2.5
-121.07,40.85,3.6641
-120.38,40.98,1.6833
-120.35,40.63,3.625
-120.77,40.65,1.7214
-121.02,40.51,3.3036
-120.96,40.28,2.5
-121.03,40.35,2.1833
-120.67,40.5,3.5962
-120.57,40.43,2.6902
-120.66,40.42,2.5074
-120.65,40.42,2.1875
-120.66,40.41,2.2992
-120.64,40.41,1.5066
-120.71,40.36,3.5536
-120.58,40.37,2.2661
-120.42,40.38,2.4757
-120.36,40.45,1.7333
-120.51,40.41,5.5179
-120.54,40.29,3.4028
-120.49,40.31,3.4643
-120.37,40.17,2.1198
-120.2,40.26,2.6765
-120.09,39.92,1.7267
-118.27,34.27,6.1946
-118.28,34.26,4.9833
-118.29,34.26,4.008
-118.3,34.26,3.5568
-118.3,34.26,4.81
-118.28,34.25,3.5214
-118.28,34.25,2.6036
-118.29,34.25,2.4727
-118.29,34.25,3.0795
-118.27,34.25,5.0234
-118.27,34.25,4.4485
-118.27,34.24,6.3688
-118.27,34.25,4.6635
-118.27,34.25,4.4375
-118.28,34.24,4.45
-118.28,34.24,5.6184
-118.3,34.25,3.1523
-118.33,34.24,4.2639
-118.35,34.22,5.997
-118.35,34.22,4.1302
-118.35,34.21,3.275
-118.35,34.21,3.75
-118.31,34.28,5.1145
-118.31,34.27,6.0808
-118.3,34.26,3.599
-118.3,34.26,4.1964
-118.31,34.26,4.2685
-118.31,34.26,3.0583
-118.31,34.26,4.1339
-118.32,34.26,4.4875
-118.35,34.28,4.6944
-118.33,34.27,3.1349
-118.35,34.27,6.2037
-118.34,34.26,5.2661
-118.35,34.25,6.1464
-118.36,34.26,6.838
-118.3,34.26,3.1607
-118.3,34.25,4.5833
-118.31,34.26,5.76
-118.31,34.26,3.8
-118.32,34.26,4.4375
-118.39,34.28,4.4818
-118.38,34.28,4.7932
-118.4,34.28,3.3304
-118.38,34.27,2.8214
-118.41,34.29,3.35
-118.41,34.29,4.2969
-118.42,34.28,4.125
-118.41,34.28,3.7566
-118.4,34.28,2.6652
-118.42,34.28,3.2865
-118.42,34.28,2.8
-118.42,34.27,1.6295
-118.42,34.27,3.3214
-118.42,34.27,2.6667
-118.43,34.28,3.0132
-118.43,34.27,4.2353
-118.43,34.27,3.024
-118.42,34.27,3.225
-118.43,34.26,3.5104
-118.43,34.26,3.2583
-118.44,34.27,3.4
-118.43,34.26,2.9519
-118.42,34.25,3.6791
-118.43,34.25,2.9205
-118.42,34.26,2.1062
-118.41,34.26,2.5313
-118.42,34.26,3.4519
-118.42,34.26,3.9
-118.41,34.27,2.9219
-118.42,34.27,1.4867
-118.4,34.26,4.2538
-118.4,34.25,2.2019
-118.41,34.25,1.95
-118.41,34.25,2.6429
-118.41,34.25,3.6016
-118.41,34.25,3.2284
-118.42,34.24,2.525
-118.42,34.25,3.6292
-118.43,34.32,4.233
-118.43,34.33,5.901
-118.44,34.32,4.1724
-118.42,34.31,3.9583
-118.42,34.3,3.6548
-118.41,34.32,5.2987
-118.41,34.3,5.1668
-118.42,34.32,4.3409
-118.44,34.31,4.0301
-118.44,34.31,2.7472
-118.44,34.3,3.4
-118.45,34.31,4.0556
-118.45,34.32,4.26
-118.46,34.32,4.1514
-118.45,34.31,4.4773
-118.46,34.3,4.0337
-118.46,34.31,4.2708
-118.47,34.32,4.8988
-118.48,34.33,6.0891
-118.48,34.31,3
-118.47,34.3,3.6736
-118.46,34.29,3.0526
-118.47,34.29,4.2935
-118.49,34.29,9.2873
-118.49,34.28,6.8695
-118.49,34.28,6.6458
-118.49,34.31,7.0598
-118.52,34.32,8.1248
-118.51,34.3,7.5078
-118.51,34.28,6.3911
-118.51,34.29,6.4171
-118.52,34.29,7.7464
-118.52,34.3,8.8467
-118.45,34.3,4.3047
-118.45,34.3,3.4812
-118.54,34.28,6.7248
-118.55,34.28,8.1125
-118.54,34.28,10.8805
-118.54,34.3,8.2159
-118.57,34.29,7.0808
-118.45,34.28,3.5714
-118.46,34.28,5.5931
-118.47,34.27,5.1408
-118.48,34.28,5.3107
-118.48,34.28,5.5608
-118.47,34.27,2.7353
-118.47,34.27,5.741
-118.48,34.27,4.9323
-118.48,34.27,4.9955
-118.45,34.27,3.705
-118.45,34.27,5.1296
-118.46,34.27,4.8015
-118.46,34.27,2.6193
-118.44,34.27,3.5347
-118.44,34.27,3.3603
-118.45,34.26,4.8359
-118.45,34.25,4.3839
-118.45,34.26,4.175
-118.46,34.26,5.0947
-118.46,34.26,4.9485
-118.46,34.25,4.2143
-118.46,34.25,3.6989
-118.47,34.26,3.8875
-118.47,34.26,5.5792
-118.48,34.26,5.749
-118.49,34.26,4.6591
-118.47,34.25,4.1492
-118.48,34.25,5.1619
-118.48,34.25,4.9688
-118.48,34.25,5.1068
-118.49,34.25,4.3333
-118.49,34.27,5.5714
-118.49,34.27,4.58
-118.5,34.27,4.869
-118.51,34.28,5.4065
-118.52,34.28,7.8193
-118.51,34.27,4.055
-118.51,34.27,4.1042
-118.52,34.27,5.5649
-118.53,34.27,5.3847
-118.53,34.26,8.176
-118.54,34.26,5.6912
-118.54,34.27,6.7415
-118.53,34.27,5.634
-118.54,34.26,10.9052
-118.55,34.26,8.203
-118.55,34.27,8.1356
-118.5,34.26,4.8316
-118.52,34.26,3.7816
-118.51,34.26,5.5433
-118.52,34.25,4.6625
-118.49,34.26,3.5497
-118.49,34.25,5
-118.57,34.27,9.6047
-118.59,34.26,7.167
-118.61,34.24,6.0137
-118.63,34.24,4.8333
-118.62,34.26,6.3249
-118.6,34.26,5.6392
-118.61,34.25,5.5111
-118.63,34.22,6.5146
-118.64,34.22,6.8643
-118.66,34.23,6.1288
-118.61,34.23,6.1419
-118.61,34.22,7.3252
-118.6,34.23,3.2564
-118.59,34.23,3.0347
-118.56,34.25,8.565
-118.56,34.24,8.1714
-118.57,34.25,5.6149
-118.58,34.24,3.2426
-118.59,34.25,3.6231
-118.57,34.25,8.7471
-118.58,34.25,5.521
-118.56,34.23,5.5126
-118.56,34.23,4.6944
-118.57,34.23,4.9676
-118.58,34.23,4.1023
-118.59,34.23,3.4091
-118.58,34.23,4.8929
-118.58,34.22,4.875
-118.59,34.22,4.0077
-118.51,34.25,8.8612
-118.51,34.24,8.6454
-118.51,34.23,7.2772
-118.52,34.24,3.0926
-118.52,34.23,8.3841
-118.53,34.25,3.3892
-118.54,34.24,3.0977
-118.53,34.24,2.9076
-118.54,34.23,4.375
-118.53,34.23,3.2404
-118.54,34.25,6.2788
-118.55,34.24,4.3458
-118.55,34.23,2.8727
-118.51,34.23,4.7926
-118.52,34.22,3.2289
-118.53,34.23,3.0321
-118.54,34.22,3.6187
-118.54,34.23,4.125
-118.45,34.25,5.2801
-118.46,34.24,3.8583
-118.47,34.25,4.5417
-118.47,34.24,2.3111
-118.48,34.24,6.6537
-118.49,34.25,5.0232
-118.49,34.24,5.2939
-118.49,34.24,6.0965
-118.5,34.25,4.8164
-118.5,34.25,6.155
-118.5,34.24,5.9401
-118.5,34.23,4.5167
-118.49,34.23,5.2668
-118.49,34.22,5.0325
-118.47,34.23,2.5008
-118.48,34.23,4.7583
-118.48,34.23,6.5268
-118.48,34.23,4.5484
-118.46,34.23,2.7121
-118.46,34.23,3.0187
-118.43,34.25,3.4514
-118.42,34.24,4.7228
-118.43,34.24,4.0208
-118.42,34.24,4.5833
-118.41,34.23,4.5909
-118.41,34.24,3.125
-118.44,34.26,4.0792
-118.44,34.26,3.9167
-118.43,34.25,3.6384
-118.44,34.26,5.5124
-118.44,34.25,3.7
-118.45,34.25,3.9833
-118.45,34.24,3.5082
-118.45,34.23,2.3584
-118.45,34.24,3.0865
-118.44,34.25,4.8958
-118.43,34.24,3.7143
-118.43,34.24,4.4688
-118.44,34.24,4.095
-118.44,34.24,3.725
-118.42,34.23,5.6629
-118.42,34.22,5.3767
-118.43,34.23,4.4432
-118.43,34.24,4.6827
-118.42,34.23,4.5375
-118.43,34.23,3.4013
-118.43,34.23,3.9615
-118.43,34.24,4.0057
-118.44,34.23,4.0368
-118.43,34.22,3.66
-118.44,34.22,3.8083
-118.44,34.22,3.325
-118.44,34.23,4.5278
-118.46,34.22,2.6299
-118.46,34.22,3.9625
-118.46,34.22,2.871
-118.45,34.22,2.0699
-118.45,34.23,2.5833
-118.45,34.22,2.7714
-118.46,34.23,2.585
-118.44,34.22,3.4612
-118.44,34.21,4.8703
-118.44,34.21,2.875
-118.44,34.22,2.825
-118.43,34.22,4.2656
-118.43,34.21,2.425
-118.43,34.22,3.6618
-118.4,34.22,3.6442
-118.4,34.21,2.9803
-118.41,34.21,4.0167
-118.4,34.21,4.8194
-118.4,34.22,3.6591
-118.4,34.23,4.0049
-118.38,34.25,4.8816
-118.37,34.24,4.1121
-118.37,34.23,3.6
-118.37,34.22,3.5521
-118.38,34.24,1.3594
-118.4,34.24,4.775
-118.39,34.23,3.0083
-118.39,34.23,2.1518
-118.4,34.23,4.1181
-118.41,34.21,5.35
-118.41,34.21,5.592
-118.39,34.22,3.695
-118.39,34.22,5.0818
-118.39,34.21,3.6845
-118.39,34.21,2.6667
-118.38,34.22,2.375
-118.38,34.21,3.7708
-118.38,34.21,3.0833
-118.42,34.22,4.1857
-118.42,34.21,5.1586
-118.42,34.2,1
-118.42,34.23,5.6687
-118.37,34.21,3.1563
-118.37,34.21,4.2875
-118.37,34.21,3.7143
-118.37,34.22,2.9028
-118.38,34.22,2.2679
-118.36,34.23,2.8333
-118.36,34.22,3.7663
-118.35,34.22,3.025
-118.36,34.21,1.8929
-118.38,34.21,3.8
-118.38,34.2,3.0125
-118.39,34.2,2.0348
-118.37,34.21,3.7455
-118.37,34.2,2.9861
-118.38,34.21,2.3182
-118.37,34.2,2.8917
-118.36,34.19,4.1445
-118.36,34.18,2.9583
-118.36,34.18,2.8784
-118.37,34.18,3.1629
-118.37,34.19,2.6696
-118.39,34.19,3.0491
-118.39,34.19,2.0968
-118.39,34.2,2.2234
-118.37,34.19,2.1
-118.38,34.19,2.4375
-118.38,34.2,2.4306
-118.4,34.2,3.6875
-118.4,34.19,3.625
-118.4,34.2,2.8424
-118.4,34.19,3.0395
-118.41,34.19,4.1429
-118.41,34.2,3.5164
-118.42,34.2,1.9549
-118.41,34.19,3.9792
-118.42,34.19,3.338
-118.42,34.2,2.2377
-118.43,34.2,3.0221
-118.42,34.19,2.2589
-118.42,34.19,2.6165
-118.42,34.18,3.1551
-118.42,34.18,3.6745
-118.42,34.18,3.3594
-118.43,34.18,3.9099
-118.43,34.18,3.8906
-118.42,34.18,5.7143
-118.41,34.19,3.6625
-118.41,34.18,4.7171
-118.41,34.18,3.0119
-118.41,34.19,2.8021
-118.4,34.19,4.1125
-118.4,34.19,3.6007
-118.4,34.18,3.5711
-118.4,34.17,3.4013
-118.39,34.19,2.9982
-118.39,34.18,2.9327
-118.39,34.17,3.3516
-118.39,34.18,3.3906
-118.39,34.19,2.4167
-118.4,34.16,2.3333
-118.4,34.16,3.8056
-118.4,34.16,4.2989
-118.41,34.16,6.3703
-118.41,34.17,4.692
-118.38,34.19,2.7379
-118.38,34.18,3.0061
-118.38,34.18,2.1449
-118.38,34.18,2.4792
-118.38,34.17,2.8208
-118.39,34.17,3.6563
-118.37,34.18,2.9728
-118.37,34.18,3.3958
-118.38,34.18,3.3125
-118.38,34.19,1.9866
-118.37,34.18,2.9228
-118.38,34.18,2.5603
-118.36,34.18,2.3056
-118.36,34.17,2.5234
-118.37,34.17,3.2596
-118.41,34.18,3.9038
-118.41,34.17,3.875
-118.41,34.18,4.375
-118.43,34.17,3.4449
-118.43,34.17,5.451
-118.43,34.17,5.9275
-118.43,34.16,4.0347
-118.43,34.16,3.4208
-118.43,34.16,4.569
-118.42,34.15,5.1496
-118.42,34.17,6.1359
-118.42,34.16,3.9028
-118.41,34.16,4.1875
-118.42,34.16,3.6641
-118.4,34.17,2.2652
-118.4,34.17,3.3545
-118.39,34.17,3.2052
-118.39,34.17,3.1929
-118.39,34.16,5.1169
-118.39,34.16,5.1584
-118.38,34.17,2.7708
-118.38,34.16,3.3177
-118.38,34.16,3.7312
-118.36,34.17,2.3851
-118.37,34.17,2.3784
-118.37,34.17,2.4107
-118.37,34.17,2.2756
-118.37,34.17,0.8198
-118.37,34.16,2.7231
-118.37,34.16,3.6128
-118.37,34.16,3.6375
-118.37,34.16,4.4122
-118.36,34.16,2.4835
-118.36,34.16,4.0764
-118.37,34.16,3.5051
-118.37,34.16,3.1106
-118.36,34.16,5.1423
-118.36,34.16,4.3542
-118.35,34.15,4.1544
-118.43,34.2,2.773
-118.43,34.21,4.125
-118.44,34.2,2.9219
-118.44,34.21,3.2448
-118.45,34.21,2.1888
-118.45,34.2,2.9688
-118.46,34.2,3.5255
-118.46,34.21,3.5
-118.47,34.21,2.9735
-118.47,34.2,2.9025
-118.48,34.21,3.3864
-118.48,34.2,2.8974
-118.48,34.22,2.1974
-118.49,34.21,1.3565
-118.49,34.19,3.1667
-118.49,34.2,5.2118
-118.5,34.2,3.915
-118.48,34.2,2.4375
-118.48,34.2,2.6957
-118.48,34.19,2.8646
-118.48,34.19,3.8833
-118.47,34.2,2.7118
-118.47,34.19,3.892
-118.45,34.2,2.5562
-118.45,34.2,2.5842
-118.46,34.2,3.0893
-118.45,34.19,2.4667
-118.46,34.19,2.7237
-118.46,34.19,6.1142
-118.43,34.2,3.1118
-118.44,34.2,2.7375
-118.44,34.2,2.5197
-118.44,34.2,2.936
-118.43,34.19,4.125
-118.44,34.19,5
-118.44,34.19,2.6709
-118.44,34.19,2.4583
-118.43,34.18,2.6364
-118.44,34.18,2.2326
-118.44,34.19,2.891
-118.44,34.18,2.1977
-118.45,34.19,2.2264
-118.45,34.18,2.0192
-118.46,34.18,3.0877
-118.47,34.19,5.0929
-118.45,34.18,3.7171
-118.45,34.18,3.6875
-118.46,34.18,4.5081
-118.46,34.18,3.4583
-118.44,34.18,2.2461
-118.44,34.17,3.8081
-118.45,34.18,3.6019
-118.43,34.18,2.6238
-118.44,34.18,4.375
-118.43,34.17,2.6979
-118.43,34.17,4.4464
-118.43,34.17,11.2093
-118.44,34.17,3.2763
-118.43,34.16,4.0474
-118.44,34.16,4.1218
-118.44,34.16,4.0391
-118.45,34.16,3.7105
-118.45,34.17,3.2386
-118.45,34.17,4.3333
-118.46,34.17,4.1875
-118.46,34.17,3.1478
-118.45,34.16,4.475
-118.46,34.16,4.4423
-118.46,34.16,4.3839
-118.54,34.21,2.875
-118.54,34.21,3.9886
-118.54,34.22,4.6731
-118.54,34.2,4.1597
-118.54,34.19,4.1319
-118.51,34.22,4.3462
-118.5,34.21,4.9643
-118.5,34.21,5.5675
-118.51,34.22,4.185
-118.51,34.21,4.7
-118.51,34.22,4.8646
-118.52,34.22,5.0282
-118.52,34.22,5.5209
-118.52,34.21,4.3261
-118.52,34.21,5.1265
-118.53,34.22,4.6607
-118.53,34.21,2.9389
-118.55,34.21,5.0623
-118.56,34.22,4.4271
-118.56,34.21,3.5333
-118.56,34.22,4.3194
-118.55,34.21,3.8247
-118.56,34.21,3.7313
-118.52,34.2,4.3571
-118.53,34.2,3.225
-118.5,34.21,4.5125
-118.51,34.2,4.1806
-118.51,34.2,4.0924
-118.52,34.21,4.5648
-118.5,34.2,2.2304
-118.51,34.2,4.2344
-118.51,34.2,3.7049
-118.51,34.19,5.3028
-118.51,34.19,4.2865
-118.5,34.2,4.1304
-118.5,34.19,5.0796
-118.5,34.19,4
-118.52,34.2,2.6437
-118.52,34.2,4.9102
-118.53,34.2,2.8701
-118.55,34.2,3.6905
-118.55,34.19,3.1106
-118.55,34.2,3.5313
-118.52,34.19,2.9511
-118.52,34.19,3.8516
-118.52,34.19,4.8295
-118.53,34.19,2.625
-118.52,34.18,4.2143
-118.53,34.18,4.2083
-118.56,34.2,4.175
-118.56,34.2,4.0789
-118.56,34.19,5.4548
-118.56,34.19,3.9615
-118.56,34.19,4.433
-118.56,34.18,4.8264
-118.54,34.19,2.5739
-118.54,34.18,3.9632
-118.55,34.19,4.675
-118.55,34.19,4.3654
-118.58,34.21,3.0187
-118.59,34.21,2.9974
-118.59,34.2,5.2149
-118.58,34.2,5.015
-118.57,34.22,3.7798
-118.57,34.21,5.8798
-118.57,34.22,4.1359
-118.58,34.21,4.0313
-118.58,34.22,5.6345
-118.58,34.21,4.7125
-118.59,34.21,5.0462
-118.59,34.21,4.8333
-118.6,34.21,2.8039
-118.61,34.21,5.6407
-118.62,34.22,5.6356
-118.62,34.21,6.1074
-118.62,34.22,4.0909
-118.61,34.21,3.3534
-118.61,34.2,3.6296
-118.61,34.21,5.4527
-118.62,34.2,5.7613
-118.63,34.21,5.5709
-118.64,34.22,8.4438
-118.65,34.21,9.6465
-118.65,34.2,6.9223
-118.62,34.2,5.0025
-118.63,34.2,6.7785
-118.59,34.21,2.5797
-118.59,34.2,2.754
-118.6,34.2,3.2297
-118.6,34.21,2.6159
-118.56,34.2,5.0483
-118.57,34.21,4.1181
-118.57,34.2,3.1818
-118.58,34.2,3.5
-118.56,34.19,4.1111
-118.57,34.2,4.5568
-118.57,34.2,5.223
-118.58,34.2,5.1463
-118.58,34.2,4.233
-118.56,34.19,4.8125
-118.58,34.19,3.8839
-118.58,34.19,3.3125
-118.58,34.19,2.85
-118.58,34.18,5.6159
-118.62,34.2,5.0309
-118.62,34.18,6.4044
-118.62,34.19,5.5101
